"정류장_ID","정류장_명칭","정류장_유형","정류장_번호","위도","경도","버스도착정보안내기_설치_여부"
"100000001","종로2가사거리","중앙차로","01001","37.5698080000","126.9877520000","설치   "
"100000002","창경궁.서울대학교병원","중앙차로","01002","37.5794330000","126.9965220000","설치   "
"100000003","명륜3가.성대입구","중앙차로","01003","37.5825810000","126.9982510000","설치   "
"100000004","종로2가.삼일교","중앙차로","01004","37.5685790000","126.9876130000","설치   "
"100000005","혜화동로터리.여운형활동터","중앙차로","01005","37.5862430000","127.0017440000","설치   "
"100000006","경기상고","일반차로","01101","37.5875500000","126.9693630000","설치   "
"100000007","신교동","일반차로","01102","37.5832960000","126.9702630000","설치   "
"100000008","경기상고","일반차로","01103","37.5871910000","126.9697700000","설치   "
"100000009","경복고교","일반차로","01104","37.5851600000","126.9708840000","설치   "
"100000010","청운중학교","일반차로","01105","37.5878090000","126.9726730000","설치   "
"100000011","자하문고개.윤동주문학관","일반차로","01106","37.5921870000","126.9671260000","설치   "
"100000012","자하문고개.윤동주문학관","일반차로","01107","37.5923350000","126.9671910000","설치   "
"100000013","청운중학교","일반차로","01108","37.5884210000","126.9722660000","설치   "
"100000014","경복고교","일반차로","01109","37.5850670000","126.9714040000","설치   "
"100000015","통인시장종로구보건소","일반차로","01110","37.5803260000","126.9710500000","설치   "
"100000016","통인시장종로구보건소","일반차로","01111","37.5805130000","126.9713850000","설치   "
"100000017","효자동","일반차로","01112","37.5830910000","126.9706210000","설치   "
"100000018","사직단.어린이도서관","일반차로","01113","37.5751360000","126.9679910000","설치   "
"100000019","경복궁역1번출구","일반차로","01114","37.5761620000","126.9714150000","설치   "
"100000020","경복궁역","일반차로","01115","37.5770380000","126.9721980000","설치   "
"100000021","경복궁역","일반차로","01116","37.5776710000","126.9722830000","설치   "
"100000022","경복궁","일반차로","01117","37.5755770000","126.9787470000","미설치  "
"100000023","KT광화문지사","일반차로","01118","37.5722100000","126.9774190000","설치   "
"100000025","광화문","일반차로","01120","37.5700450000","126.9764080000","미설치  "
"100000026","광화문.금호아시아나본관앞","일반차로","01121","37.5700490000","126.9741680000","미설치  "
"100000027","서울역사박물관.경교장.강북삼성병원","일반차로","01122","37.5697020000","126.9713910000","미설치  "
"100000028","서울역사박물관.경교장.강북삼성병원","일반차로","01123","37.5700230000","126.9712480000","설치   "
"100000029","광화문.금호아시아나본관앞","일반차로","01124","37.5703320000","126.9728390000","미설치  "
"100000030","광화문","일반차로","01125","37.5703650000","126.9758370000","설치   "
"100000031","세종문화회관","일반차로","01126","37.5736480000","126.9769970000","미설치  "
"100000032","서울경찰청.경복궁역","일반차로","01127","37.5757450000","126.9714840000","설치   "
"100000033","사직단","일반차로","01128","37.5748550000","126.9681890000","설치   "
"100000034","광화문.광화문빌딩","일반차로","01129","37.5694950000","126.9765450000","설치   "
"100000035","덕성여중고","일반차로","01130","37.5757680000","126.9819720000","설치   "
"100000036","안국역.서울공예박물관","일반차로","01131","37.5760700000","126.9839960000","설치   "
"100000037","국민은행세검정지점","일반차로","01132","37.6046630000","126.9608880000","미설치  "
"100000038","세검정초등학교","일반차로","01133","37.6025020000","126.9612200000","설치   "
"100000039","세검정.상명대","일반차로","01134","37.6004770000","126.9582920000","미설치  "
"100000040","상명대입구.석파랑","일반차로","01135","37.5994130000","126.9585700000","미설치  "
"100000041","하림각","일반차로","01136","37.5981330000","126.9617070000","미설치  "
"100000042","자하문터널입구.석파정","일반차로","01137","37.5955940000","126.9636430000","미설치  "
"100000043","부암동주민센터.무계원","일반차로","01138","37.5927660000","126.9642200000","설치   "
"100000044","부암동주민센터.무계원","일반차로","01139","37.5927860000","126.9651420000","설치   "
"100000045","자하문터널입구.석파정","일반차로","01140","37.5955580000","126.9639780000","설치   "
"100000046","하림각","일반차로","01141","37.5981480000","126.9622150000","설치   "
"100000047","상명대입구.세검정교회","일반차로","01142","37.5996160000","126.9592410000","설치   "
"100000048","세검정.상명대","일반차로","01143","37.6006480000","126.9591550000","설치   "
"100000049","세검정초등학교","일반차로","01144","37.6022680000","126.9614330000","미설치  "
"100000051","국민은행세검정지점","일반차로","01146","37.6048460000","126.9611950000","미설치  "
"100000053","승가사입구","일반차로","01148","37.6115840000","126.9563060000","미설치  "
"100000054","구기동현대빌라","일반차로","01149","37.6100360000","126.9564580000","설치   "
"100000055","구기터널.삼성출판박물관","일반차로","01150","37.6086100000","126.9562100000","설치   "
"100000056","구기터널.삼성출판박물관","일반차로","01151","37.6083050000","126.9564170000","설치   "
"100000057","구기동","일반차로","01152","37.6069640000","126.9585300000","설치   "
"100000058","구기동","일반차로","01153","37.6070090000","126.9591020000","설치   "
"100000059","승가사입구","일반차로","01154","37.6114800000","126.9564820000","미설치  "
"100000060","갑을씨티텔앞","일반차로","01155","37.6043710000","126.9635350000","설치   "
"100000061","평창파출소","일반차로","01156","37.6053220000","126.9660430000","설치   "
"100000062","평창동주민센터","일반차로","01157","37.6066070000","126.9695660000","미설치  "
"100000063","일성아파트","일반차로","01158","37.6088730000","126.9729250000","미설치  "
"100000064","롯데아파트","일반차로","01159","37.6103900000","126.9763170000","미설치  "
"100000065","롯데아파트","일반차로","01160","37.6102480000","126.9766520000","설치   "
"100000066","벽산평창힐스아파트","일반차로","01161","37.6081900000","126.9727970000","설치   "
"100000067","예능교회","일반차로","01162","37.6065170000","126.9700000000","미설치  "
"100000068","서울예술고등학교.평창동주민센터","일반차로","01163","37.6057790000","126.9676280000","설치   "
"100000069","화정박물관","일반차로","01164","37.6045040000","126.9648100000","설치   "
"100000071","독립문역","일반차로","01166","37.5749620000","126.9575200000","미설치  "
"100000072","독립문역.서대문형무소역사관","일반차로","01167","37.5733950000","126.9593220000","설치   "
"100000073","서대문.서울시교육청","일반차로","01168","37.5682540000","126.9645270000","설치   "
"100000074","독립문","일반차로","01170","37.5699530000","126.9628370000","미설치  "
"100000075","독립문","일반차로","01171","37.5713420000","126.9614300000","미설치  "
"100000076","창덕궁.서울돈화문국악당","일반차로","01172","37.5775410000","126.9885390000","설치   "
"100000077","서린동.SK서린빌딩","일반차로","01173","37.5692630000","126.9800950000","미설치  "
"100000078","청계1가.광교","일반차로","01174","37.5686840000","126.9849270000","미설치  "
"100000079","청계2가.수표교","일반차로","01175","37.5684420000","126.9908200000","미설치  "
"100000080","청계4가.세운교","일반차로","01176","37.5689270000","126.9965550000","미설치  "
"100000081","청계5가.광장시장","일반차로","01177","37.5694510000","126.9997970000","설치   "
"100000082","종로5가.광장시장","가로변시간","01178","37.5706630000","126.9999740000","미설치  "
"100000083","종로5가","가로변시간","01179","37.5706580000","126.9998630000","미설치  "
"100000084","종로4가.종묘","일반차로","01180","37.5704240000","126.9967950000","미설치  "
"100000085","종로4가.종묘","가로변전일","01181","37.5702950000","126.9944030000","미설치  "
"100000086","종로3가역15번출구","가로변전일","01182","37.5701000000","126.9908610000","미설치  "
"100000087","종로3가","가로변시간","01183","37.5700110000","126.9889370000","미설치  "
"100000088","종로2가","일반차로","01184","37.5692700000","126.9879230000","미설치  "
"100000089","종로2가","일반차로","01185","37.5692320000","126.9874610000","미설치  "
"100000090","종로2가","가로변시간","01186","37.5699620000","126.9864900000","미설치  "
"100000091","종로2가","가로변시간","01187","37.5699700000","126.9854370000","미설치  "
"100000092","종로1가","가로변시간","01188","37.5700630000","126.9816680000","미설치  "
"100000093","종로1가","가로변시간","01189","37.5699860000","126.9803260000","미설치  "
"100000094","종로1가","가로변시간","01190","37.5703610000","126.9814270000","미설치  "
"100000095","종로1가","일반차로","01191","37.5704000000","126.9801870000","미설치  "
"100000096","종로2가","가로변시간","01192","37.5703370000","126.9849390000","미설치  "
"100000097","종로2가","가로변시간","01193","37.5703590000","126.9863600000","미설치  "
"100000098","종로3가","일반차로","01194","37.5704940000","126.9899350000","미설치  "
"100000099","종로4가.종묘","가로변전일","01195","37.5707100000","126.9941700000","미설치  "
"100000100","종로4가","가로변전일","01196","37.5706680000","126.9956200000","미설치  "
"100000101","종로5가","가로변전일","01197","37.5709590000","126.9990560000","미설치  "
"100000102","원남동","가로변시간","01198","37.5745330000","126.9973380000","설치   "
"100000103","창덕궁.우리소리박물관","일반차로","01199","37.5772720000","126.9889540000","설치   "
"100000104","안국역.인사동","일반차로","01200","37.5757980000","126.9841330000","설치   "
"100000105","조계사.종로경찰서","일반차로","01201","37.5725220000","126.9831560000","설치   "
"100000106","조계사.종로경찰서","일반차로","01202","37.5724860000","126.9828260000","설치   "
"100000107","안국동","일반차로","01203","37.5746110000","126.9827200000","설치   "
"100000108","종로5가.효제동.김상옥의거터","가로변시간","01204","37.5745000000","127.0022300000","설치   "
"100000109","종로5가.효제초등학교","가로변시간","01205","37.5728790000","127.0021440000","설치   "
"100000110","종로5가","가로변전일","01206","37.5711040000","127.0004860000","미설치  "
"100000111","종로6가","일반차로","01207","37.5711730000","127.0025990000","미설치  "
"100000112","종로6가","가로변시간","01208","37.5711940000","127.0043130000","미설치  "
"100000114","종로6가","가로변전일","01210","37.5708610000","127.0059750000","미설치  "
"100000116","종로5가","일반차로","01212","37.5705600000","127.0021830000","설치   "
"100000117","청계6가.동대문시장","일반차로","01213","37.5698350000","127.0028490000","미설치  "
"100000118","동대문","일반차로","01214","37.5717260000","127.0084130000","미설치  "
"100000119","충신동","일반차로","01215","37.5740220000","127.0062790000","설치   "
"100000120","종로6가.종로신진시장","가로변시간","01216","37.5708010000","127.0035690000","미설치  "
"100000121","충신동","일반차로","01217","37.5744600000","127.0063430000","설치   "
"100000122","현대그룹빌딩","일반차로","01218","37.5759120000","127.0008070000","미설치  "
"100000123","방송통신대.이화장","가로변전일","01219","37.5780430000","127.0024370000","설치   "
"100000124","혜화역.마로니에공원","가로변전일","01220","37.5811190000","127.0022770000","설치   "
"100000125","혜화역.서울대병원입구","가로변전일","01221","37.5809570000","127.0018500000","미설치  "
"100000126","방송통신대.이화장","일반차로","01222","37.5777880000","127.0019770000","설치   "
"100000127","이화동(이화장)","일반차로","01223","37.5761190000","127.0006950000","미설치  "
"100000128","창경궁.서울대학교병원","일반차로","01224","37.5788280000","126.9968720000","설치   "
"100000129","이화동(이화장)","일반차로","01225","37.5759370000","127.0032710000","설치   "
"100000130","혜화동로터리","일반차로","01226","37.5855800000","127.0006870000","설치   "
"100000131","명륜동2가.성균관대입구","일반차로","01227","37.5833330000","126.9993990000","설치   "
"100000132","혜화역.서울연극센터(장면총리가옥)","일반차로","01228","37.5840230000","127.0013280000","미설치  "
"100000133","혜화역.동성중고(장면총리가옥)","가로변시간","01229","37.5845700000","127.0017180000","설치   "
"100000135","종로구민회관.창신동두산아파트","일반차로","01231","37.5740930000","127.0155560000","설치   "
"100000136","동대문","가로변시간","01232","37.5727080000","127.0141190000","미설치  "
"100000137","동대문","가로변시간","01233","37.5722900000","127.0136470000","미설치  "
"100000138","동대문","가로변시간","01234","37.5726750000","127.0149020000","미설치  "
"100000139","동묘역앞","일반차로","01235","37.5716850000","127.0156010000","미설치  "
"100000140","동묘역앞","일반차로","01236","37.5719220000","127.0159450000","미설치  "
"100000142","창신3동주민센터","일반차로","01238","37.5784130000","127.0151780000","설치   "
"100000143","숭인1동주민센터.창신역4번출구","일반차로","01239","37.5786250000","127.0154620000","설치   "
"100000144","동묘역.롯데캐슬천지인","일반차로","01240","37.5741800000","127.0158020000","설치   "
"100000146","숭인동","가로변시간","01242","37.5743010000","127.0203390000","미설치  "
"100000147","신설동로터리","일반차로","01243","37.5756950000","127.0228410000","미설치  "
"100000149","숭인동","일반차로","01891","37.5746060000","127.0204220000","미설치  "
"100000150","구기동현대빌라","일반차로","01246","37.6096820000","126.9566220000","설치   "
"100000151","광장시장","일반차로","01247","37.5694710000","126.9977440000","설치   "
"100000153","혜화경찰서","가로변시간","01249","37.5725810000","126.9974790000","미설치  "
"100000154","서울역사박물관.김구집무실(경교장)","가로변시간","01250","37.5699000000","126.9721320000","미설치  "
"100000155","청계3가.관수교","일반차로","01251","37.5686890000","126.9937790000","미설치  "
"100000156","청계6가.버들다리","일반차로","01252","37.5699300000","127.0080380000","미설치  "
"100000157","청계7가.맑은내다리","일반차로","01253","37.5700400000","127.0130930000","미설치  "
"100000158","청계8가.영도교","일반차로","01254","37.5708950000","127.0181280000","미설치  "
"100000159","원남동사거리","일반차로","01256","37.5757610000","126.9981130000","미설치  "
"100000164","동대문","가로변시간","01261","37.5718280000","127.0123390000","미설치  "
"100000165","숭인동","일반차로","01262","37.5742720000","127.0204370000","설치   "
"100000169","조계사","일반차로","01267","37.5728000000","126.9831610000","설치   "
"100000170","적선동","일반차로","01268","37.5762010000","126.9702960000","미설치  "
"100000171","적선동","일반차로","01269","37.5757680000","126.9711450000","미설치  "
"100000172","사직단","일반차로","01270","37.5747460000","126.9680670000","미설치  "
"100000173","사직단","일반차로","01271","37.5751750000","126.9680480000","미설치  "
"100000174","세종문화회관","일반차로","01272","37.5732220000","126.9770090000","설치   "
"100000175","광화문","일반차로","01273","37.5703900000","126.9752560000","미설치  "
"100000176","서울역사박물관(경교장)","가로변시간","01274","37.5693020000","126.9702390000","미설치  "
"100000178","광화문역","일반차로","01276","37.5698780000","126.9761550000","미설치  "
"100000179","이화동(이화장)","일반차로","01277","37.5762570000","127.0029550000","미설치  "
"100000180","상명대정문","일반차로","01278","37.6016200000","126.9550210000","설치   "
"100000181","이북오도청","일반차로","01279","37.6127230000","126.9559730000","설치   "
"100000183","국립고궁박물관.경복궁서문","일반차로","01281","37.5767720000","126.9743660000","미설치  "
"100000184","청와대분수대앞","일반차로","01282","37.5828700000","126.9738380000","미설치  "
"100000185","춘추관앞","일반차로","01283","37.5830070000","126.9795640000","미설치  "
"100000186","경복궁.국립민속박물관.현대미술관","일반차로","01284","37.5793070000","126.9794300000","미설치  "
"100000187","경복궁동문","일반차로","01285","37.5768330000","126.9792770000","미설치  "
"100000188","상명대입구.세검정교회","일반차로","01286","37.5994440000","126.9597920000","설치   "
"100000189","상명대입구.석파랑","일반차로","01287","37.5995720000","126.9581940000","미설치  "
"100000190","종로중부새마을금고","일반차로","01288","37.5724170000","127.0065910000","설치   "
"100000191","신설동로터리.신한은행앞.서울풍물시장","일반차로","01289","37.5742580000","127.0231920000","미설치  "
"100000192","청계2가.삼일교","일반차로","01291","37.5683440000","126.9869880000","설치   "
"100000193","청계8가.황학교","일반차로","01292","37.5721310000","127.0227870000","미설치  "
"100000240","이북오도청","일반차로","01647","37.6124620000","126.9560830000","미설치  "
"100000241","독립문역","일반차로","01648","37.5756430000","126.9567050000","미설치  "
"100000328","경희궁","가로변시간","01761","37.5699060000","126.9723540000","미설치  "
"100000329","광화문","가로변시간","01762","37.5703370000","126.9755690000","미설치  "
"100000330","종로1가","가로변시간","01763","37.5703700000","126.9801290000","설치   "
"100000331","종로1가","가로변시간","01764","37.5699540000","126.9808260000","미설치  "
"100000332","종로2가","가로변시간","01765","37.5703540000","126.9850970000","미설치  "
"100000333","종로2가","가로변시간","01766","37.5700830000","126.9864630000","미설치  "
"100000334","종로3가","일반차로","01767","37.5706350000","126.9932100000","미설치  "
"100000335","종로3가","가로변전일","01768","37.5701020000","126.9909930000","미설치  "
"100000336","종로4가","가로변시간","01769","37.5704700000","126.9962520000","미설치  "
"100000337","동대문종합시장종로6가","가로변전일","01770","37.5712160000","127.0050240000","미설치  "
"100000338","동대문종합시장종로6가","가로변시간","01771","37.5708620000","127.0032920000","미설치  "
"100000339","동대문역","가로변전일","01772","37.5728590000","127.0145770000","미설치  "
"100000340","동대문역","가로변시간","01773","37.5726670000","127.0150380000","미설치  "
"100000341","신설동전철역","가로변시간","01774","37.5746200000","127.0203860000","미설치  "
"100000342","신설동전철역","가로변시간","01775","37.5744980000","127.0211180000","미설치  "
"100000343","경복궁역","일반차로","01777","37.5761780000","126.9715060000","미설치  "
"100000344","경복궁역","일반차로","01778","37.5758160000","126.9716800000","미설치  "
"100000345","안국역","일반차로","01779","37.5766140000","126.9852300000","미설치  "
"100000346","안국역","일반차로","01780","37.5763190000","126.9855060000","미설치  "
"100000347","창덕궁","일반차로","01781","37.5775190000","126.9889010000","미설치  "
"100000348","성대입구","일반차로","01782","37.5832830000","126.9992290000","미설치  "
"100000352","효자로","일반차로","01786","37.5816330000","126.9739010000","미설치  "
"100000355","평창동삼성아파트","일반차로","01293","37.6111790000","126.9787990000","설치   "
"100000356","창덕궁","일반차로","01789","37.5775620000","126.9903720000","미설치  "
"100000357","코리아나호텔","일반차로","02632","37.5683760000","126.9767660000","미설치  "
"100000358","종로6가","일반차로","01211","37.5708240000","127.0042940000","미설치  "
"100000359","창경궁","일반차로","01734","37.5790770000","126.9964710000","미설치  "
"100000360","창경궁.고궁호텔.메이플레이스호텔","일반차로","01733","37.5765580000","126.9974490000","미설치  "
"100000361","광화문","일반차로","01622","37.5699340000","126.9754260000","미설치  "
"100000362","영천시장","중앙차로","13037","37.5695160000","126.9631800000","설치   "
"100000363","영천시장","중앙차로","13036","37.5699390000","126.9625330000","설치   "
"100000364","동묘앞","일반차로","01245","37.5736430000","127.0175240000","설치   "
"100000365","동대문(흥인지문)","중앙차로","01037","37.5721020000","127.0124530000","설치   "
"100000366","동묘앞","중앙차로","01041","37.5738520000","127.0185890000","설치   "
"100000367","동묘앞","중앙차로","01044","37.5742820000","127.0195290000","설치   "
"100000368","서대문역사거리.적십자병원","일반차로","01169","37.5671080000","126.9675880000","설치   "
"100000369","안국역.서울공예박물관","일반차로","01295","37.5764130000","126.9848880000","설치   "
"100000370","안국역.인사동","일반차로","01294","37.5763330000","126.9855370000","미설치  "
"100000371","창덕궁","일반차로","01296","37.5772280000","126.9890030000","미설치  "
"100000374","세종문화회관","일반차로","01894","37.5738390000","126.9769960000","미설치  "
"100000375","인사동.아벤트리호텔","일반차로","01893","37.5730320000","126.9831560000","미설치  "
"100000376","강북삼성병원","일반차로","01165","37.5681460000","126.9686000000","미설치  "
"100000378","테스트노드","일반차로","","37.5705660000","126.9749280000","미설치  "
"100000379","서울역사박물관.경희궁앞","중앙차로","01008","37.5695150000","126.9707600000","설치   "
"100000380","서울역사박물관.경희궁앞","중앙차로","01007","37.5691350000","126.9703800000","설치   "
"100000384","광화문","중앙차로","01009","37.5701420000","126.9763570000","설치   "
"100000385","광화문","중앙차로","01010","37.5702680000","126.9778890000","설치   "
"100000386","종로1가","중앙차로","01011","37.5701480000","126.9810660000","설치   "
"100000387","종로1가","중앙차로","01012","37.5702710000","126.9816300000","설치   "
"100000388","종로2가","중앙차로","01013","37.5701700000","126.9849910000","설치   "
"100000389","종로2가","중앙차로","01014","37.5702380000","126.9865360000","설치   "
"100000390","종로3가.탑골공원","중앙차로","01015","37.5702570000","126.9892690000","설치   "
"100000391","종로3가.탑골공원","중앙차로","01016","37.5703610000","126.9899880000","설치   "
"100000392","종로4가.종묘","중앙차로","01017","37.5705070000","126.9947220000","설치   "
"100000393","종로4가.종묘","중앙차로","01018","37.5706370000","126.9953960000","설치   "
"100000394","종로5가.광장시장","중앙차로","01019","37.5707870000","126.9990610000","설치   "
"100000395","종로5가.광장시장","중앙차로","01020","37.5709310000","126.9996060000","설치   "
"100000396","종로6가.동대문종합시장","중앙차로","01021","37.5710100000","127.0044640000","설치   "
"100000397","종로6가.동대문종합시장","중앙차로","01022","37.5711270000","127.0057140000","설치   "
"100000398","동대문역.흥인지문","중앙차로","01023","37.5724490000","127.0138130000","설치   "
"100000399","동대문역JW메리어트동대문호텔","일반차로","01901","37.5708590000","127.0091860000","미설치  "
"100000400","청와대","일반차로","01918","37.5826850000","126.9737600000","설치   "
"100000401","통인시장","일반차로","01910","37.5791190000","126.9713320000","미설치  "
"100000402","세종문화회관","일반차로","01911","37.5732190000","126.9770170000","미설치  "
"100000403","인사동.탑골공원","일반차로","01913","37.5701160000","126.9888010000","미설치  "
"100000404","종묘.세운상가","일반차로","01914","37.5703550000","126.9935560000","미설치  "
"100000405","광장시장","일반차로","01915","37.5706240000","126.9996730000","미설치  "
"100000406","동묘.숭인동도깨비시장","일반차로","01916","37.5734770000","127.0180440000","미설치  "
"100000407","대학로","일반차로","01902","37.5818960000","127.0021200000","미설치  "
"100000408","창경궁","일반차로","01903","37.5791600000","126.9964160000","미설치  "
"100000409","창덕궁","일반차로","01904","37.5775300000","126.9901780000","미설치  "
"100000410","인사동.북촌","일반차로","01905","37.5758950000","126.9837980000","미설치  "
"100000411","경복궁.국립민속박물관","일반차로","01906","37.5794470000","126.9794470000","미설치  "
"100000412","세종문화회관","일반차로","01907","37.5732190000","126.9770040000","미설치  "
"100000413","남인사마당","일반차로","01297","37.5713190000","126.9874290000","미설치  "
"100000414","창덕궁.돈화문국악당","일반차로","01209","37.5774310000","126.9912330000","미설치  "
"100000415","국립고궁박물관","일반차로","01119","37.5789280000","126.9739790000","미설치  "
"100000416","청와대","일반차로","01601","37.5829710000","126.9737620000","미설치  "
"100000417","춘추문","일반차로","01602","37.5831260000","126.9796570000","설치   "
"100000418","경복궁.국립민속박물관","일반차로","01603","37.5794070000","126.9795900000","미설치  "
"100000419","경복궁역(효자로입구)","일반차로","01280","37.5767150000","126.9743050000","미설치  "
"100000420","효자로입구(가상)","가상정류장","01604","37.5762650000","126.9744330000","미설치  "
"100900001","창경궁","일반차로","01611","37.5787930000","126.9965260000","미설치  "
"100900002","경진빌라","마을버스","01863","37.6018640000","126.9579480000","미설치  "
"100900003","혜화초등학교","마을버스","01532","37.5872530000","126.9998520000","미설치  "
"100900004","명륜시장.성대후문","마을버스","01864","37.5887250000","126.9952310000","미설치  "
"100900005","오거리.한옥마을입구","마을버스","01530","37.5795370000","126.9695610000","미설치  "
"100900006","완성빌라","마을버스","01865","37.6033400000","126.9576670000","미설치  "
"100900007","삼청파출소","마을버스","01529","37.5818140000","126.9812510000","미설치  "
"100900008","양현관","마을버스","01866","37.5897680000","126.9937690000","미설치  "
"100900009","종로5가입구.혜화경찰서","마을버스","01528","37.5717970000","126.9976810000","미설치  "
"100900010","상명대후문","마을버스","01868","37.6040720000","126.9574630000","미설치  "
"100900011","원서고개","마을버스","01526","37.5830810000","126.9878090000","미설치  "
"100900012","샘미용실","마을버스","01869","37.5902550000","126.9934080000","미설치  "
"100900013","창신쌍용2단지.한성대후문","마을버스","01524","37.5812650000","127.0127580000","미설치  "
"100900014","산정빌라","마을버스","01870","37.6052840000","126.9575780000","미설치  "
"100900015","경희궁자이2.3단지","마을버스","01523","37.5687870000","126.9640690000","미설치  "
"100900016","오거리","마을버스","01522","37.6070620000","126.9622630000","미설치  "
"100900017","국민생활관","마을버스","01521","37.5897460000","126.9988620000","미설치  "
"100900018","구기빌라","마을버스","01872","37.6061330000","126.9579810000","미설치  "
"100900019","마트앞","마을버스","01873","37.6066990000","126.9587560000","미설치  "
"100900020","통인시장","마을버스","01519","37.5804680000","126.9687530000","설치   "
"100900021","양현관","마을버스","01520","37.5897910000","126.9936040000","미설치  "
"100900022","국민은행.세검정지점","마을버스","01874","37.6049520000","126.9608760000","미설치  "
"100900023","화정박물관","마을버스","01875","37.6048590000","126.9656870000","미설치  "
"100900024","삼청동주민센터","마을버스","01518","37.5842640000","126.9819070000","미설치  "
"100900025","세검초등학교","마을버스","01517","37.6042520000","126.9614910000","미설치  "
"100900026","빨래터.고희동미술관","마을버스","01516","37.5829900000","126.9890670000","미설치  "
"100900027","혜화역4번출구","마을버스","01876","37.5835090000","127.0015550000","설치   "
"100900028","방송통신대앞","마을버스","01877","37.5786970000","127.0019930000","설치   "
"100900029","화정박물관","마을버스","01513","37.6049810000","126.9652010000","미설치  "
"100900030","서울대치과대학","마을버스","01878","37.5774110000","126.9978020000","미설치  "
"100900031","서울국제고등학교","마을버스","01512","37.5890720000","126.9972900000","미설치  "
"100900032","샘미용실","마을버스","01511","37.5903100000","126.9932230000","미설치  "
"100900033","효제초교.연동교회.김마리아활동터","마을버스","01879","37.5736410000","127.0022090000","설치   "
"100900034","박노수미술관","마을버스","01510","37.5809970000","126.9666030000","미설치  "
"100900035","금융연수원","마을버스","01509","37.5866410000","126.9816570000","미설치  "
"100900036","화정박물관","마을버스","01508","37.6048010000","126.9648840000","미설치  "
"100900037","인사미술공간.세탁소","마을버스","01507","37.5814110000","126.9893670000","미설치  "
"100900038","서울대치과대학","마을버스","01883","37.5775720000","126.9978700000","미설치  "
"100900039","낙산공원","마을버스","01506","37.5804040000","127.0087220000","미설치  "
"100900040","명륜3가종점","마을버스","01503","37.5909480000","126.9928640000","미설치  "
"100900041","수성동계곡","마을버스","01502","37.5820820000","126.9644690000","미설치  "
"100900042","서울대학교병원현관.암병원현관","마을버스","01887","37.5789510000","126.9981570000","미설치  "
"100900043","이화사거리","마을버스","01886","37.5769480000","127.0020080000","미설치  "
"100900044","서대문3번출구","마을버스","01505","37.5663360000","126.9663970000","미설치  "
"100900045","통일부","마을버스","01525","37.5875950000","126.9859480000","미설치  "
"100900046","명륜시장.성대후문","마을버스","01531","37.5885110000","126.9952540000","미설치  "
"100900047","평창파출소","마을버스","01500","37.6056810000","126.9668170000","미설치  "
"100900048","가회동주민센터","마을버스","01564","37.5799730000","126.9849570000","미설치  "
"100900049","독립문초등학교","마을버스","01562","37.5738470000","126.9607210000","미설치  "
"100900050","아름다운실버","마을버스","01561","37.6120100000","126.9654640000","미설치  "
"100900051","창덕궁","마을버스","01558","37.5767600000","126.9903850000","미설치  "
"100900052","북촌한옥마을입구.정세권활동터","마을버스","01556","37.5816000000","126.9849420000","미설치  "
"100900053","청룡사.보문파크뷰자이아파트","마을버스","01555","37.5800190000","127.0170070000","미설치  "
"100900054","소나무집","마을버스","01553","37.6112770000","126.9641100000","미설치  "
"100900055","경복궁역","마을버스","01552","37.5766770000","126.9722760000","미설치  "
"100900056","경복궁","마을버스","01551","37.5769500000","126.9793380000","미설치  "
"100900057","종로3가.1.3.5호선","마을버스","01550","37.5715800000","126.9919650000","미설치  "
"100900058","안국선원.삼거리","마을버스","01548","37.5827910000","126.9849940000","미설치  "
"100900059","사우디대사관앞.경남빌라","마을버스","01547","37.5841060000","126.9850310000","미설치  "
"100900060","종로센트레빌후문.e편한세상보문아파트","마을버스","01546","37.5817740000","127.0161860000","미설치  "
"100900061","경희궁자이4단지","마을버스","01545","37.5713600000","126.9613580000","미설치  "
"100900062","언덕앞","마을버스","01544","37.6089540000","126.9637920000","미설치  "
"100900063","혜화우체국","마을버스","01543","37.5860380000","127.0006140000","미설치  "
"100900064","새마을금고","마을버스","01542","37.5877370000","126.9965180000","미설치  "
"100900065","광화문새마을금고","마을버스","01541","37.5793690000","126.9711470000","미설치  "
"100900066","종로4가.종묘공원","마을버스","01539","37.5706890000","126.9946240000","미설치  "
"100900067","인왕빌딩","마을버스","01538","37.6079280000","126.9577440000","미설치  "
"100900068","중앙중고","마을버스","01537","37.5830920000","126.9869650000","미설치  "
"100900069","감사원","마을버스","01536","37.5862110000","126.9852900000","미설치  "
"100900070","명신초.삼선푸르지오.힐스테이트","마을버스","01535","37.5821060000","127.0145560000","미설치  "
"100900071","영천시장","마을버스","01534","37.5700840000","126.9627350000","미설치  "
"100900072","청련사입구","마을버스","01533","37.6079800000","126.9624310000","미설치  "
"100900073","한국사회과학자료원","마을버스","01594","37.5736330000","126.9641430000","설치   "
"100900074","감나무골공원","마을버스","01593","37.6124060000","126.9699480000","미설치  "
"100900075","혜화역1번출구","마을버스","01592","37.5834850000","127.0018430000","미설치  "
"100900076","서울대병원장례식장","마을버스","01591","37.5805550000","126.9974310000","미설치  "
"100900077","완성빌라","마을버스","01590","37.6034020000","126.9575010000","미설치  "
"100900078","낙원상가","마을버스","01589","37.5737600000","126.9874170000","미설치  "
"100900079","힐탑","마을버스","01586","37.6116060000","126.9690210000","미설치  "
"100900080","상명대후문","마을버스","01584","37.6040260000","126.9573350000","미설치  "
